pair_id,pair_origin,pool,subject_id,name,axis,positive_event_id,positive_year,positive_description,negative_event_id,negative_year,negative_description,positive_source_status,negative_source_status,positive_source_reference,negative_source_reference,positive_measurement_basis,negative_measurement_basis,source_pair_eligible,positive_age,negative_age,positive_earlier,abs_year_gap,age_only_pairwise,calendar_earlier_only_pairwise,n_pairs_subject,subject_equal_pair_weight,chronology_gate_passed,model_ready,positive_earlier_calc,age_only_calc
V4EXP_PAIR_025,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_043,Mark Spitz,COMPETITIVE,V4EXP_MLV2_DEV_043_COMPETITIVE_POS_1972,1972,Won Olympic gold in the 100m butterfly in world-record time.,V4EXP_MLV2_DEV_043_COMPETITIVE_NEG_1968,1968,"Won silver, not gold, in the Olympic 100m butterfly.",CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.olympedia.org/athletes/51572,https://www.olympedia.org/athletes/51572,explicit_outcome,explicit_outcome,True,22,18,False,4,0.0,0.0,3,0.3333333333333333,True,True,False,0.0
V4EXP_PAIR_026,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_005,Julia Roberts,PROJECT,V4EXP_MLV2_DEV_005_PROJECT_POS_1997,1997,My Best Friend's Wedding became a major box-office success.,V4EXP_MLV2_DEV_005_PROJECT_NEG_1996,1996,Mary Reilly was a critical and box-office failure.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.the-numbers.com/movie/My-Best-Friends-Wedding,https://www.vanityfair.com/news/1999/06/canoodling-with-julia,commercial_success,overall_project_failure,True,30,29,False,1,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_027,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_007,Julie Delpy,PROJECT,V4EXP_MLV2_DEV_007_PROJECT_POS_2013,2013,Before Midnight achieved strong box office relative to its small production scale and broad acclaim.,V4EXP_MLV2_DEV_007_PROJECT_NEG_2009,2009,The Countess had limited commercial impact and mixed-to-negative reception.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PREVIOUS_V4_REVIEW,https://www.the-numbers.com/movie/Before-Midnight,film archives / Rotten Tomatoes,commercial_success,overall_project_failure,True,44,40,False,4,0.0,0.0,3,0.3333333333333333,True,True,False,0.0
V4EXP_PAIR_028,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_027,Jamie Lee Curtis,PROJECT,V4EXP_MLV2_DEV_027_PROJECT_POS_2003,2003,Freaky Friday became a major commercial success.,V4EXP_MLV2_DEV_027_PROJECT_NEG_1999,1999,Virus was a major critical/commercial failure.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.the-numbers.com/movie/Freaky-Friday-%282003%29,https://www.the-numbers.com/movie/Virus,commercial_success,commercial_failure,True,45,41,False,4,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_029,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_063,John Krasinski,PROJECT,V4EXP_MLV2_DEV_063_PROJECT_POS_2018,2018,A Quiet Place became a large commercial hit relative to budget.,V4EXP_MLV2_DEV_063_PROJECT_NEG_2016,2016,The Hollars had very limited theatrical box office.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.the-numbers.com/movie/Quiet-Place-A-%282018%29,https://www.the-numbers.com/movie/Hollars-The,commercial_success,low_commercial_reach,True,39,37,False,2,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_030,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_002,Bob Fosse,PROJECT,V4EXP_NEWDEV2_002_PROJECT_POS_1972,1972,Cabaret became a major successful film and awards landmark.,V4EXP_NEWDEV2_002_PROJECT_NEG_1969,1969,Sweet Charity was a costly box-office disappointment.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.tcm.com/articles/25853/cabaret,https://www.tcm.com/articles/87919/sweet-charity,overall_project_success,overall_project_failure,True,45,42,False,3,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_031,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_054,Toni Morrison,PROJECT,V4EXP_NEWDEV2_054_PROJECT_POS_1987,1987,Beloved became an immediate major literary success.,V4EXP_NEWDEV2_054_PROJECT_NEG_1970,1970,The Bluest Eye had limited initial commercial reception.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.newyorker.com/magazine/2003/10/27/ghosts-in-the-house,https://www.newyorker.com/magazine/2003/10/27/ghosts-in-the-house,major_project_success,low_initial_reception,True,56,39,False,17,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_032,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_040,Lisa Kudrow,PROJECT,V4EXP_MLV2_DEV_040_PROJECT_POS_2014,2014,The Comeback was revived for a second season years later.,V4EXP_MLV2_DEV_040_PROJECT_NEG_2005,2005,The Comeback was canceled after its first season.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.vogue.com/article/lisa-kudrow-saying-goodbye-to-valerie-cherish-the-comeback,https://www.vogue.com/article/lisa-kudrow-saying-goodbye-to-valerie-cherish-the-comeback,project_revived,project_cancellation,True,51,42,False,9,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_033,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_081,Elizabeth Banks,PROJECT,V4EXP_NEWDEV2_081_PROJECT_POS_2023,2023,Cocaine Bear exceeded expectations and produced materially stronger theatrical performance.,V4EXP_NEWDEV2_081_PROJECT_NEG_2019,2019,Charlie's Angels had weak box office relative to production budget and expectations.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.the-numbers.com/movie/Cocaine-Bear-%282023%29,https://www.the-numbers.com/movie/Charlies-Angels-%282019%29,commercial_success,commercial_underperformance,True,49,45,False,4,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_034,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_051,Steve Martin,PROJECT,V4EXP_MLV2_DEV_051_PROJECT_POS_2021,2021,Only Murders in the Building launched as a major streaming comedy hit.,V4EXP_MLV2_DEV_051_PROJECT_NEG_2011,2011,The Big Year was a large box-office failure relative to budget.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.televisionacademy.com/features/news/press-releases/emmy-magazine-2022-05,https://www.the-numbers.com/movie/Big-Year-The,project_success,commercial_failure,True,76,66,False,10,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_035,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_036,Laura Dern,PROJECT,V4EXP_MLV2_DEV_036_PROJECT_POS_2017,2017,Big Little Lies became a major Emmy-winning television success.,V4EXP_MLV2_DEV_036_PROJECT_NEG_2013,2013,Enlightened was canceled after two seasons despite critical acclaim.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.televisionacademy.com/shows/big-little-lies,https://time.com/5722419/best-tv-shows-2010s-decade/,project_success,project_cancellation,True,50,46,False,4,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_036,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_100,Tony Shalhoub,PROJECT,V4EXP_NEWDEV2_100_PROJECT_POS_2002,2002,"Monk premiered and became a long-running, award-winning series.",V4EXP_NEWDEV2_100_PROJECT_NEG_2000,2000,Stark Raving Mad ended after one season.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.usanetwork.com/usa-insider/what-has-monk-tony-shalhoub-been-in,https://www.usanetwork.com/usa-insider/what-has-monk-tony-shalhoub-been-in,project_success,project_cancellation,True,49,47,False,2,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_037,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_028,Jane Curtin,PROJECT,V4EXP_MLV2_DEV_028_PROJECT_POS_1996,1996,3rd Rock from the Sun premiered and became a long-running Emmy-winning sitcom.,V4EXP_MLV2_DEV_028_PROJECT_NEG_1990,1990,Working It Out was canceled after a short run.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://people.com/what-happened-to-cast-of-3rd-rock-from-the-sun-11889454,https://www.latimes.com/archives/la-xpm-1990-12-06-ca-8319-story.html,project_success,project_cancellation,True,49,43,False,6,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_038,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_012,Billy Crystal,PROJECT,V4EXP_MLV2_DEV_012_PROJECT_POS_1999,1999,Analyze This became a major box-office success.,V4EXP_MLV2_DEV_012_PROJECT_NEG_1998,1998,My Giant produced weak box-office results.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.the-numbers.com/movie/Analyze-This,https://www.the-numbers.com/movie/My-Giant,commercial_success,commercial_failure,True,51,50,False,1,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_039,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_084,Elizabeth Olsen,PROJECT,V4EXP_NEWDEV2_084_PROJECT_POS_2021,2021,WandaVision became a major critically acclaimed and Emmy-nominated success.,V4EXP_NEWDEV2_084_PROJECT_NEG_2013,2013,Oldboy was a commercial failure.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.vanityfair.com/hollywood/2021/06/wandavision-was-elizabeth-olsens-exercise-in-reclaiming-her-and-wandas-power-little-gold-men,https://www.the-numbers.com/movie/Oldboy-%282013%29,project_success,commercial_failure,True,32,24,False,8,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_040,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_054,Uma Thurman,PROJECT,V4EXP_MLV2_DEV_054_PROJECT_POS_2003,2003,Kill Bill: Volume 1 became a strong commercial success.,V4EXP_MLV2_DEV_054_PROJECT_NEG_1998,1998,The Avengers underperformed its production budget at the worldwide box office.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.the-numbers.com/movie/Kill-Bill-Volume-1-%282003%29,https://www.the-numbers.com/movie/Avengers-The-%281998%29,commercial_success,commercial_failure,True,33,28,False,5,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_041,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_044,Matthew McConaughey,PROJECT,V4EXP_MLV2_DEV_044_PROJECT_POS_2013,2013,Dallas Buyers Club earned strong box office relative to its small budget and major awards recognition.,V4EXP_MLV2_DEV_044_PROJECT_NEG_2005,2005,Sahara generated a large documented financial loss.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.the-numbers.com/movie/Dallas-Buyers-Club,https://www.latimes.com/business/la-fi-movie15apr15-story.html,commercial_success,financial_failure,True,44,36,False,8,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_042,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_011,Antonio Banderas,PROJECT,V4EXP_MLV2_DEV_011_PROJECT_POS_2011,2011,Puss in Boots became a large worldwide box-office success.,V4EXP_MLV2_DEV_011_PROJECT_NEG_2002,2002,Ballistic: Ecks vs. Sever was a severe financial and critical failure.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.the-numbers.com/movie/Puss-in-Boots,https://www.the-numbers.com/movie/Ballistic-Ecks-vs-Sever,commercial_success,commercial_failure,True,51,42,False,9,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_043,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_001,Aaron Eckhart,PROJECT,V4EXP_MLV2_DEV_001_PROJECT_POS_2016,2016,Sully became a strong worldwide box-office success.,V4EXP_MLV2_DEV_001_PROJECT_NEG_2014,2014,"I, Frankenstein produced weak worldwide box office relative to its production budget.",CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.the-numbers.com/movie/Sully,https://www.the-numbers.com/movie/I-Frankenstein,commercial_success,commercial_underperformance,True,48,46,False,2,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_044,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_057,Diane Keaton,PROJECT,V4EXP_MLV2_DEV_057_PROJECT_POS_2018,2018,Book Club became a large commercial hit relative to budget.,V4EXP_MLV2_DEV_057_PROJECT_NEG_2007,2007,Because I Said So was heavily criticized and retained as a source-confirmed negative project observation in the V4 review.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PREVIOUS_V4_REVIEW,https://www.the-numbers.com/movie/Book-Club-%282018%29,Los Angeles Times / Rotten Tomatoes,commercial_success,overall_project_failure,True,72,61,False,11,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_045,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_003,Jennifer Aniston,PROJECT,V4EXP_MLV2_DEV_003_PROJECT_POS_2013,2013,We're the Millers became a major commercial hit.,V4EXP_MLV2_DEV_003_PROJECT_NEG_2012,2012,Wanderlust failed to recoup its production budget theatrically.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://www.the-numbers.com/movie/Were-the-Millers,https://www.the-numbers.com/movie/Wanderlust,commercial_success,commercial_failure,True,44,43,False,1,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_046,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_005,Bob Knight,STATUS,V4EXP_NEWDEV2_005_STATUS_POS_2001,2001,Was hired as Texas Tech head coach.,V4EXP_NEWDEV2_005_STATUS_NEG_2000,2000,Was fired as Indiana head coach.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://texastech.com/news/2001/3/23/knight_returns_to_coaching_at_texas_tech,https://texastech.com/news/2001/3/23/knight_returns_to_coaching_at_texas_tech,role_gain,role_loss,True,61,60,False,1,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_047,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_041,Tom Foley,STATUS,V4EXP_NEWDEV2_041_STATUS_POS_1997,1997,Became U.S. Ambassador to Japan.,V4EXP_NEWDEV2_041_STATUS_NEG_1994,1994,Lost reelection to the U.S. House while serving as Speaker.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://history.state.gov/departmenthistory/people/foley-thomas-stephen,https://history.house.gov/People/Detail/13275,appointment_gain,election_loss,True,68,65,False,3,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_048,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_066,George Galloway,STATUS,V4EXP_NEWDEV2_066_STATUS_POS_2012,2012,Won the Bradford West by-election and returned to Parliament.,V4EXP_NEWDEV2_066_STATUS_NEG_2010,2010,Lost the Poplar and Limehouse parliamentary election.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PREVIOUS_V4_REVIEW,https://www.parliament.uk/business/news/news-by-year/2012/march/george-galloway-new-mp-for-bradford-west/,The Guardian election coverage,election_win,election_loss,True,58,56,False,2,0.0,0.0,3,0.3333333333333333,True,True,False,0.0
V4EXP_PAIR_049,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_089,Robert Byrd,STATUS,V4EXP_NEWDEV2_089_STATUS_POS_1989,1989,Became President pro tempore of the U.S. Senate.,V4EXP_NEWDEV2_089_STATUS_NEG_1988,1988,Lost the Democratic Senate leadership contest to George Mitchell.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PREVIOUS_V4_REVIEW,https://www.senate.gov/about/officers-staff/president-pro-tempore/presidents-pro-tempore.htm,U.S. Senate Historical Office / LA Times,appointment_gain,leadership_loss,True,72,71,False,1,0.0,0.0,2,0.5,True,True,False,0.0
V4EXP_PAIR_050,V4_TARGET_EXPANSION_2026-08-16,V2_NEW_DEV,MLV2_DEV_032,Jon Huntsman,STATUS,V4EXP_MLV2_DEV_032_STATUS_POS_2017,2017,Was appointed U.S. Ambassador to Russia.,V4EXP_MLV2_DEV_032_STATUS_NEG_2012,2012,Ended his presidential campaign after a disappointing New Hampshire result and insufficient support to continue.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://history.state.gov/departmenthistory/people/huntsman-jon-m,https://www.gq.com/story/huntsmans-out-why-now,appointment_gain,election_campaign_loss,True,57,52,False,5,0.0,0.0,1,1.0,True,True,False,0.0
V4EXP_PAIR_051,V4_TARGET_EXPANSION_2026-08-16,NEW_DEV_2_CONSUMED,NEWDEV2_066,George Galloway,STATUS,V4EXP_NEWDEV2_066_STATUS_POS_2024,2024,Won the Rochdale by-election and returned to Parliament.,V4EXP_NEWDEV2_066_STATUS_NEG_2015,2015,Lost his parliamentary seat in the 2015 general election.,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,CONFIRMED_PUBLIC_SOURCE_RESEARCH_2026-08-16,https://apnews.com/article/britain-gaza-israel-george-galloway-election-rochdale-d81f0a1674b342e71a228b5d76d35563,https://apnews.com/article/britain-gaza-israel-george-galloway-election-rochdale-d81f0a1674b342e71a228b5d76d35563,election_win,election_loss,True,70,61,False,9,0.0,0.0,3,0.3333333333333333,True,True,False,0.0
