pool,subject_id,name,event_id,year,issue_code,severity,details
NEW_DEV_2_CONSUMED,NEWDEV2_032,Billy Joe Shaver,NEWDEV2_032_E002,1981.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_032,Billy Joe Shaver,NEWDEV2_032_E002,1981.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_033,Billy Mackenzie,NEWDEV2_033_E001,1982.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_033,Billy Mackenzie,NEWDEV2_033_E002,1990.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_033,Billy Mackenzie,NEWDEV2_033_E002,1990.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_033,Billy Mackenzie,NEWDEV2_033_E002,1990.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_034,Bill Shoemaker,NEWDEV2_034_E001,1955.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_034,Bill Shoemaker,NEWDEV2_034_E002,1991.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_034,Bill Shoemaker,NEWDEV2_034_E002,1991.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_035,Bill Steinkraus,NEWDEV2_035_E001,1968.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_035,Bill Steinkraus,NEWDEV2_035_E002,1972.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_035,Bill Steinkraus,NEWDEV2_035_E002,1972.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_036,Tom Brady,NEWDEV2_036_E001,2002.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_036,Tom Brady,NEWDEV2_036_E002,2008.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_036,Tom Brady,NEWDEV2_036_E002,2008.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_037,Tom Coughlin,NEWDEV2_037_E001,2008.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_037,Tom Coughlin,NEWDEV2_037_E002,2016.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_037,Tom Coughlin,NEWDEV2_037_E002,2016.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_038,Tom Courtney,NEWDEV2_038_E002,1955.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_038,Tom Courtney,NEWDEV2_038_E002,1955.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_038,Tom Courtney,NEWDEV2_038_E001,1956.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_039,Tom Daschle,NEWDEV2_039_E001,1995.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_039,Tom Daschle,NEWDEV2_039_E002,2004.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_040,Tom DeLay,NEWDEV2_040_E001,2003.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_040,Tom DeLay,NEWDEV2_040_E002,2006.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_040,Tom DeLay,NEWDEV2_040_E002,2006.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_041,Tom Foley,NEWDEV2_041_E001,1989.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_041,Tom Foley,NEWDEV2_041_E002,1994.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_042,Tom Glavine,NEWDEV2_042_E001,1995.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_042,Tom Glavine,NEWDEV2_042_E002,2008.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_042,Tom Glavine,NEWDEV2_042_E002,2008.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_043,Tom Okker,NEWDEV2_043_E002,1968.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_043,Tom Okker,NEWDEV2_043_E001,1973.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_044,Tom Poti,NEWDEV2_044_E001,2000.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_044,Tom Poti,NEWDEV2_044_E001,2000.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_044,Tom Poti,NEWDEV2_044_E002,2012.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_044,Tom Poti,NEWDEV2_044_E002,2012.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_045,Tom Seaver,NEWDEV2_045_E001,1969.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_045,Tom Seaver,NEWDEV2_045_E002,1987.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_045,Tom Seaver,NEWDEV2_045_E002,1987.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_046,Tom Selleck,NEWDEV2_046_E001,1984.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_046,Tom Selleck,NEWDEV2_046_E002,1998.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_047,Tom Brokaw,NEWDEV2_047_E001,1983.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_047,Tom Brokaw,NEWDEV2_047_E002,2004.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_047,Tom Brokaw,NEWDEV2_047_E002,2004.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_047,Tom Brokaw,NEWDEV2_047_E002,2004.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_048,Tom Bergeron,NEWDEV2_048_E001,2012.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_048,Tom Bergeron,NEWDEV2_048_E002,2020.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_049,Tom Harmon,NEWDEV2_049_E001,1940.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_049,Tom Harmon,NEWDEV2_049_E002,1946.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_049,Tom Harmon,NEWDEV2_049_E002,1946.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_049,Tom Harmon,NEWDEV2_049_E002,1946.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_050,A. J. Foyt,NEWDEV2_050_E001,1961.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_050,A. J. Foyt,NEWDEV2_050_E002,1990.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_050,A. J. Foyt,NEWDEV2_050_E002,1990.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_051,Tom Scholz,NEWDEV2_051_E001,1976.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_051,Tom Scholz,NEWDEV2_051_E002,1983.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_052,Tony Blair,NEWDEV2_052_E001,1997.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_052,Tony Blair,NEWDEV2_052_E002,2007.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_052,Tony Blair,NEWDEV2_052_E002,2007.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_053,Toni Kroos,NEWDEV2_053_E002,2012.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_053,Toni Kroos,NEWDEV2_053_E001,2014.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_054,Toni Morrison,NEWDEV2_054_E002,1970.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_054,Toni Morrison,NEWDEV2_054_E002,1970.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_054,Toni Morrison,NEWDEV2_054_E001,1993.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_055,Tony Curtis,NEWDEV2_055_E001,1959.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_055,Tony Curtis,NEWDEV2_055_E002,1965.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_055,Tony Curtis,NEWDEV2_055_E002,1965.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_056,Tony Estanguet,NEWDEV2_056_E001,2000.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_056,Tony Estanguet,NEWDEV2_056_E002,2008.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_057,Tony Gwynn,NEWDEV2_057_E001,1994.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_057,Tony Gwynn,NEWDEV2_057_E002,2001.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_057,Tony Gwynn,NEWDEV2_057_E002,2001.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_058,Tony Hawk,NEWDEV2_058_E001,1999.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_058,Tony Hawk,NEWDEV2_058_E002,2003.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_058,Tony Hawk,NEWDEV2_058_E002,2003.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_058,Tony Hawk,NEWDEV2_058_E002,2003.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_059,Tony Kubek,NEWDEV2_059_E001,1957.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_059,Tony Kubek,NEWDEV2_059_E002,1965.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_059,Tony Kubek,NEWDEV2_059_E002,1965.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_060,Tony Parker,NEWDEV2_060_E001,2007.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_060,Tony Parker,NEWDEV2_060_E002,2017.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_060,Tony Parker,NEWDEV2_060_E002,2017.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_061,Tony Levin,NEWDEV2_061_E001,1981.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_061,Tony Levin,NEWDEV2_061_E001,1981.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_061,Tony Levin,NEWDEV2_061_E002,1997.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_061,Tony Levin,NEWDEV2_061_E002,1997.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_061,Tony Levin,NEWDEV2_061_E002,1997.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_062,Tony Mendez,NEWDEV2_062_E001,1980.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_062,Tony Mendez,NEWDEV2_062_E002,1990.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_062,Tony Mendez,NEWDEV2_062_E002,1990.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_062,Tony Mendez,NEWDEV2_062_E002,1990.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_063,Tony Conigliaro,NEWDEV2_063_E001,1965.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_063,Tony Conigliaro,NEWDEV2_063_E002,1967.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_063,Tony Conigliaro,NEWDEV2_063_E002,1967.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_064,Tony Bettenhausen,NEWDEV2_064_E001,1951.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_064,Tony Bettenhausen,NEWDEV2_064_E002,1961.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_064,Tony Bettenhausen,NEWDEV2_064_E002,1961.0,CAREER_HEALTH_MECHANISM_REVIEW,MEDIUM,Career outcome is caused by Health/accident mechanism; candidate multi-label event.
NEW_DEV_2_CONSUMED,NEWDEV2_065,George Foreman,NEWDEV2_065_E001,1973.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_065,George Foreman,NEWDEV2_065_E002,1974.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_066,George Galloway,NEWDEV2_066_E001,2005.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_066,George Galloway,NEWDEV2_066_E002,2010.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_067,Gerald Ford,NEWDEV2_067_E001,1974.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_067,Gerald Ford,NEWDEV2_067_E002,1976.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_068,Gerard Butler,NEWDEV2_068_E001,2007.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_068,Gerard Butler,NEWDEV2_068_E002,2017.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_068,Gerard Butler,NEWDEV2_068_E002,2017.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_069,Geraldine Chaplin,NEWDEV2_069_E001,1965.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_069,Geraldine Chaplin,NEWDEV2_069_E002,2005.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_069,Geraldine Chaplin,NEWDEV2_069_E002,2005.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_070,Carol Burnett,NEWDEV2_070_E001,1967.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_070,Carol Burnett,NEWDEV2_070_E002,1991.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_071,Carol Channing,NEWDEV2_071_E001,1964.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_071,Carol Channing,NEWDEV2_071_E002,1981.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_071,Carol Channing,NEWDEV2_071_E002,1981.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_072,Carol Kane,NEWDEV2_072_E001,1975.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_072,Carol Kane,NEWDEV2_072_E002,1983.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_072,Carol Kane,NEWDEV2_072_E002,1983.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_073,Carmen Miranda,NEWDEV2_073_E001,1940.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_073,Carmen Miranda,NEWDEV2_073_E002,1946.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_073,Carmen Miranda,NEWDEV2_073_E002,1946.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_073,Carmen Miranda,NEWDEV2_073_E002,1946.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_074,Carmen Electra,NEWDEV2_074_E001,1997.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_074,Carmen Electra,NEWDEV2_074_E002,2005.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_075,Carmen Basilio,NEWDEV2_075_E001,1957.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_075,Carmen Basilio,NEWDEV2_075_E002,1958.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_076,Dennis Weaver,NEWDEV2_076_E001,1970.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_076,Dennis Weaver,NEWDEV2_076_E002,1977.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_076,Dennis Weaver,NEWDEV2_076_E002,1977.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_076,Dennis Weaver,NEWDEV2_076_E002,1977.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_077,Dennis Wilson,NEWDEV2_077_E001,1977.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_077,Dennis Wilson,NEWDEV2_077_E002,1980.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_077,Dennis Wilson,NEWDEV2_077_E002,1980.0,NON_HIGH_TARGET_ASSIGNMENT,MEDIUM,Career target assignment confidence is medium.
NEW_DEV_2_CONSUMED,NEWDEV2_078,Dennis Ralston,NEWDEV2_078_E001,1963.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_078,Dennis Ralston,NEWDEV2_078_E002,1966.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_079,Jimmy Johnson,NEWDEV2_079_E002,1994.0,CAREER_TRANSITION_TAXONOMY_REVIEW,MEDIUM,Transition/end/resignation event should not be automatically assumed negative.
NEW_DEV_2_CONSUMED,NEWDEV2_080,Eliza Dushku,NEWDEV2_080_E001,2000.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
NEW_DEV_2_CONSUMED,NEWDEV2_080,Eliza Dushku,NEWDEV2_080_E002,2010.0,SECOND_SOURCE_AUDIT_REQUIRED,MEDIUM,Event explicitly requires secondary verification.
